Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Guatemala,GTM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,3.513720568,3.475759559,3.565625399,3.594340909,3.533935315,3.470428756,3.435625239,3.448941627,3.513486102,3.573083278,3.751779657,3.704162494,3.653657742,4.183466424,4.839403506,5.47414408,6.103413619,7.107599995,7.498230812,8.142118126,8.956727707,9.722358469,10.20633306,10.87596807,11.32446041,13.45116408,19.02836546,20.5503559,22.94556111,25.44866871,35.76333456,47.55631275,51.77046065,59.27943028,66.22833003,71.96888129,78.37411497,84.84573174,92.90814239,97.59216029,104.2578167,100,106.4495023,111.1929269,117.9500462,124.5960263,130.8182004,140.1533759,153.3848303,158.8197129,166.9860548,178.5632533,184.4960315,190.7069879,196.4591075,202.8065589,210.3080313,217.9194365,224.3208509,
Guam,GUM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.90563867,81.18586089,82.64409685,86.85844371,90.66064127,93.38313767,96.95761645,100,100.2868265,100.8389605,104.2719615,105.1014379,107.2216844,110.0404702,111.3566487,112.1525781,113.7805112,
Guyana,GUY,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.198758637,0.207292346,0.215065935,0.221033979,0.219961162,0.216030034,0.220180725,0.23089121,0.246927474,0.250423557,0.258026718,0.263552667,0.289606623,0.307763321,0.423088867,0.48510586,0.457083459,0.464760474,0.533488257,0.568500772,0.635463302,0.663047109,0.691574078,0.753260305,0.89850209,1.028875632,1.155359045,1.833679827,2.26727245,5.952633347,9.312573999,21.84149167,24.30974265,28.4304601,33.14206889,37.23568071,38.69925884,39.25778733,40.42378005,44.95549072,47.916279,48.07055579,49.32940422,51.65704509,55.15693275,59.36674643,100,112.6926469,122.5107506,127.4134352,134.7194381,145.395704,153.6733616,153.5547891,153.0254939,154.2966249,163.6006195,162.5761505,171.3857527,
High income,HIC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,7.333267755,7.476675732,7.752243444,8.136447012,8.33004979,8.376146574,8.932591404,9.229712831,9.745446159,10.60832836,11.41701791,12.46174974,14.23905291,15.89250691,16.60110676,18.20094353,18.90321915,20.43864143,24.06852495,27.85819031,30.81563488,33.8000845,35.35582657,38.76487204,40.84315516,42.3832469,46.03296948,50.08478638,56.3751098,60.63975439,66.18248065,72.73413782,78.99877133,83.99245227,87.46935853,92.61571519,97.95065098,99.14563731,95.08502185,91.85754708,90.22807287,87.15866232,81.92239117,78.98062471,78.86204106,78.44031527,80.90140724,81.93815074,81.63048938,81.85148851,85.0419642,88.05655687,89.65252234,92.20788017,95.56754637,97.13302368,100,103.6494267,
Honduras,HND,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.977521311,3.102251318,3.192960365,3.261066382,3.446442133,3.518028249,3.609696296,3.704310766,3.75797442,3.855875979,4.027291848,3.915432203,4.066745014,4.284145272,4.917296679,5.231256282,5.677596962,6.370234252,11.15261568,12.08440046,13.44902591,13.87526969,14.94922231,15.54492163,16.05229477,16.319001,16.66637997,17.04012399,18.60398315,20.74412817,25.93196235,32.74783403,33.95104639,37.65463511,45.68968264,56.52451968,66.80835216,78.03990853,86.07723474,92.5982113,100,108.0843494,113.6311733,120.1760343,127.9297726,137.2419907,144.582603,154.1619337,166.1719402,178.8902958,187.2552835,201.8746878,209.1013725,211.9744892,226.4933781,242.1956439,251.1037647,262.1704445,266.8527363,
Heavily indebted poor countries (HIPC),HPC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.72703263,53.70468475,57.37978486,62.03095299,64.2261205,67.02779378,69.91324225,72.60983992,75.72993675,78.46340115,80.91895485,84.03740124,87.51875549,92.3851165,95.13281374,96.00950448,97.59385596,99.01719615,99.77409861,99.91815791,100,99.89736281,101.0650237,102.8858407,
Haiti,HTI,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,17.75200028,18.14620558,17.49159811,18.65042599,20.91757624,22.23556931,23.35810325,23.87481411,23.0662049,23.65946239,19.86961258,20.44074663,20.7562785,24.86344485,28.46971696,33.92974406,40.36291141,41.93056519,40.61328332,41.8824852,49.95039101,54.96933574,56.80034136,61.99364928,69.13961024,76.03542831,88.15136848,78.47592129,100,107.8207096,120.7546125,138.3971739,167.3334847,198.0168275,310.3079959,359.8436323,395.7437563,446.1100306,509.2676906,545.0763519,605.3408431,675.7569726,743.2935833,943.2582711,1146.116296,1347.511213,1546.119202,1670.437249,1885.837654,1955.657346,2011.695554,2162.779358,2277.06055,2436.228249,2536.721349,2711.147948,3035.46307,3441.554659,3881.729273,
Hungary,HUN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.79461009,14.33153396,17.38106298,20.76881649,26.32090037,32.0931468,38.5954739,43.90900586,47.47453292,52.02424724,57.77113607,62.44569549,65.8452249,69.19664659,71.0141674,73.61256892,77.61760944,81.33512356,84.74414111,86.76410983,88.65742101,91.49508891,94.22031518,97.60322991,100,100.9728447,104.7131112,109.4552446,
IBRD only,IBD,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.070854776,0.080729109,0.225126634,0.553453762,1.188437679,3.907808189,0.050651785,0.134086337,0.29897607,0.362817033,0.414529606,0.425824448,0.494466663,0.676818451,0.997024621,1.121334233,1.283443219,1.450449506,1.625444767,2.132375292,2.753866728,3.033403882,3.274574776,3.884061566,4.288851848,4.554390264,4.657035813,5.402339242,5.814489609,6.365995672,6.944916116,7.553779613,8.104363751,9.65655836,10.40750765,11.43598225,12.42822637,13.99062547,24.52153279,27.9940751,33.71815153,38.53840253,40.81064666,43.05010198,46.73119868,53.42861458,60.95533028,67.818034,80.12683848,86.75713599,100,107.465943,111.5000842,117.0371676,123.4077049,128.319631,131.4492494,137.0686863,142.3204541,
IDA only,IDX,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,23.8220966,25.08993624,25.63477341,27.01155964,28.21011282,30.31991125,33.0636691,35.34190511,36.66918559,37.47149365,38.42243386,39.55162348,40.56196777,41.64159593,42.63215469,43.61272218,45.03757501,46.82345264,48.1361578,49.50745513,52.20505397,53.71727422,55.63028574,62.12105724,85.72718346,91.69605281,96.47047058,101.1538779,97.4053108,98.89711422,98.40410284,97.79035582,100,104.0020402,,
India,IND,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.392431017,2.443758894,2.551421545,2.764557704,3.000973749,3.250065656,3.681372332,3.998566908,4.095147637,4.232063343,4.298178476,4.527049648,5.017763844,5.91241687,6.897869881,6.784145973,7.189964043,7.595278805,7.782144107,9.006123094,10.04257663,11.12994485,12.03100995,13.06000534,14.09477997,15.1087282,16.13452026,17.6395311,19.09170821,20.70243914,22.91103825,26.06172275,28.3981959,31.19876431,34.31241496,37.42204695,40.25677385,42.86391173,46.29738287,47.71796969,49.45727544,51.04763152,52.94440008,54.99218257,58.14071227,61.40932687,66.56828647,71.19106671,77.73635176,83.209275,91.96790896,99.99999794,107.9343862,114.6117514,118.4303363,121.1300602,124.9144388,129.7055381,135.0385224,
Not classified,INX,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,7.232157622,7.994368071,9.064425308,10.44879638,11.08487802,13.31663566,16.11618297,18.25457325,20.17613147,22.93543201,26.30804097,30.89683269,35.58763897,39.39867598,41.91202446,44.08571922,46.9731997,48.00539413,49.5637994,52.30059567,51.91922776,52.85449881,54.34088332,57.15343303,58.12191613,59.88533277,61.23757668,63.61263046,67.76435886,70.71814786,75.59966629,80.80575917,85.04762287,88.38160853,88.83897726,91.60744343,94.7717644,95.91906356,95.61476325,91.25261495,88.38243219,89.7050215,91.75000214,92.87627282,92.77336247,100,99.70042967,100.8262629,101.6519768,
"Iran, Islamic Rep.",IRN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.038076942,0.036009675,0.035158155,0.034415401,0.034403139,0.033809526,0.033299694,0.033192414,0.032997191,0.032047964,0.03249041,0.035524359,0.03878522,0.05128973,0.080676435,0.093378388,0.108333451,0.133822644,0.150446306,0.194846588,0.285041885,0.357956664,0.372144826,0.439566033,0.526919279,0.546755819,0.616533775,0.743185298,0.88594996,1.039068132,1.273269266,1.604180035,2.084218008,3.046535511,4.072535584,5.624055388,7.326779057,8.537636615,9.329656939,12.42766588,15.52395202,18.10768581,23.40460032,26.45591685,32.98074668,39.63170724,45.41103782,55.82790365,66.67078841,69.7366559,80.81266812,100,124.0161095,168.1254779,186.3471076,187.1469791,190.1547856,213.4472166,,
Iraq,IRQ,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,0.008017184,0.008063264,0.008414256,0.009310377,0.008995491,0.009782966,0.01842451,0.019140191,0.021549149,0.023628733,0.024178562,0.03183519,0.036037992,0.026119404,0.028296252,0.03231197,0.037814489,0.038453194,0.03586471,0.039413221,0.043524513,0.047181264,0.08192809,0.17297184,0.353728748,0.758633797,3.766146623,14.89012602,13.02228794,24.93752502,20.98224271,35.91069805,51.59582301,41.49515,44.25597651,47.70981665,55.68770897,73.67869405,86.94456551,100,130.1754087,104.7636061,122.1404739,152.2962697,156.3622289,156.3856084,155.3055978,114.7708367,99.37963905,113.924787,131.4232114,
Iceland,ISL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.029997783,0.033982306,0.037770596,0.04087745,0.047492042,0.053339816,0.058908371,0.060536128,0.068837502,0.08320656,0.093865109,0.105648247,0.125018299,0.164344546,0.22628907,0.321030177,0.426125324,0.565493709,0.827027674,1.165260368,1.776739989,2.650636799,4.07260758,7.220939605,9.161983096,12.10156363,15.07688127,18.08418971,22.26802001,27.3603628,31.51135452,34.14738716,35.32522939,35.97233373,36.90882919,38.01519707,38.96037038,40.8714089,42.7927311,44.28506167,46.04950648,50.05546328,52.98563378,53.24551467,54.65884311,56.0524926,60.76960215,63.37883359,71.00525405,78.72728855,83.78566211,86.41604256,89.38864835,91.30416358,94.67614367,100,101.8936322,101.8349209,104.2733473,
Israel,ISR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.00066521,0.0007225,0.000786814,0.000847379,0.000893421,0.000880993,0.000957911,0.000941739,0.000928562,0.000943384,0.001210876,0.001385593,0.001615375,0.001974639,0.002675641,0.003654067,0.004800453,0.006795598,0.010610886,0.018766576,0.042293702,0.095000701,0.215883718,0.539538798,2.615524037,9.534544979,14.31706636,17.20608875,20.50367488,24.33844981,28.21606774,33.89589719,37.9831078,42.19552848,47.48597407,51.79259059,57.26891484,62.09549067,66.54208609,71.01388631,73.55651677,74.87428343,78.14523494,77.98153703,78.60167356,79.6811041,80.99423542,82.02177057,83.99033564,87.56171761,88.92173904,90.74658547,94.06461189,96.23562314,97.22118679,100,101.091308,101.3528564,102.5198596,
Italy,ITA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,2.969239822,3.051848792,3.228664668,3.501740603,3.728996842,3.885504338,3.972244193,4.082484257,4.153292951,4.321556,4.795158382,5.139395097,5.428895847,6.12046296,7.359635136,8.609528485,10.1122594,11.98071748,13.6514254,15.76071087,19.04142809,22.6187842,26.58633387,30.60000335,33.89312833,37.00270167,39.77361857,42.16372786,44.96778552,47.7546136,52.01149014,55.95465217,58.39881606,60.66816591,62.81731965,65.91122622,68.88225595,70.65072156,72.34819111,73.45955225,74.77623977,77.04464582,79.56735092,82.07197831,84.26345088,85.95761635,87.78409012,89.96025312,92.11993202,93.66647733,94.07520087,95.58715584,97.06617728,98.1801186,99.07673995,100,101.1363893,101.8349446,102.7294609,
Jamaica,JAM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,0.185050652,0.192900096,0.198175551,0.206311967,0.217093677,0.232121846,0.220734383,0.279115407,0.365881666,0.44177541,0.490950006,0.552252461,0.699014127,0.809017586,0.95697081,1.036632341,1.122826127,1.313264139,1.784978056,2.294211704,2.910462712,3.225450292,3.614296925,4.061357309,5.081452725,7.309277844,11.69745644,17.87446204,23.43471501,29.33718209,34.87372673,38.22463823,42.26692142,45.1901274,49.97444246,53.87613179,58.77015794,65.60163349,74.03708482,82.52820845,89.83046356,100,113.5468095,126.770933,139.2200505,147.289507,156.9692315,170.1875239,181.9804911,194.0925428,203.1447317,216.4168228,226.9062783,
Jordan,JOR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,14.06753287,14.7278476,16.8281787,16.02218595,18.13694399,18.06729245,21.46062272,22.76028842,24.16507755,23.77572017,23.7138449,25.19484113,24.99169303,26.16241126,31.20405301,35.1797489,37.01481962,38.64388834,39.70601936,42.4337087,43.22138189,44.10267251,44.65584505,47.34550845,47.15725335,46.96312158,47.32797079,47.76519398,48.79182659,50.29996174,51.30932275,56.77443215,59.6419555,71.4916328,73.5120281,79.71016691,84.80087373,88.61743309,93.57981316,96.80300344,99.00277217,100.0001437,101.7064648,103.5016465,
Japan,JPN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,22.5799595,24.33797139,25.36006338,26.75752182,28.18335146,29.63109,31.10401271,32.81329954,34.42734085,35.95364214,44.21316201,46.46420969,49.0682599,55.30257671,66.81107081,71.6063959,77.3405548,82.56035131,86.36123033,88.73757274,93.56310765,96.30154316,97.98197497,98.90855097,100.3658516,101.6306114,103.2691023,103.1060467,103.7507621,105.9387515,108.6987793,111.8813144,113.7459717,114.3924735,114.6962027,114.0843447,113.5179307,114.0898682,114.0383913,112.5450672,110.9877974,109.7619184,108.1612757,106.4123283,105.2410096,104.1492029,103.229172,102.476136,101.4709523,100.8506882,98.93940277,97.28283485,96.54197258,96.22031692,97.89966377,100,100.2675804,100.0469068,99.96120429,
Kazakhstan,KAZ,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001388508,0.002726425,0.042865301,0.57587889,9.483152101,24.74046972,34.36442119,39.9093714,42.16937714,47.76952972,56.09404033,61.79119375,65.37707519,73.05137928,84.83575529,100,121.5517089,140.425161,169.8253285,177.7919791,212.5365951,256.1978992,268.4584285,293.9595132,310.9246209,316.5944864,359.7730153,400.1075481,436.9398725,
Kenya,KEN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.668669038,1.813212098,1.813544063,1.779498098,1.827379588,1.789882238,1.820557041,1.86426514,1.895563185,1.892153699,2.181949546,1.980792172,2.004665587,2.209218486,2.563781975,2.867208356,3.409287696,3.985451201,4.108242775,4.339891962,4.754382893,5.270379742,5.881351347,6.577587924,7.247891491,7.849885608,8.533745944,8.994734811,9.575401096,10.51082293,11.62888005,13.08620687,15.55913801,19.55760054,22.88560297,25.4536127,36.14127258,40.27410529,43.0656657,44.87181347,47.59995174,48.34875624,48.79994952,51.82423525,55.51766639,58.23783757,71.94127836,77.78973422,89.57579295,100,102.0916757,113.1113719,123.7209705,130.1157913,140.6139048,154.7104226,163.2981942,180.5919009,185.7204357,
Kyrgyz Republic,KGZ,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118578459,0.116352378,0.124480791,0.134409004,0.315236145,2.933784264,25.06707187,70.4071203,100,135.3429079,161.4771382,176.1352354,242.3170642,308.1832913,330.782409,337.4818269,350.8952432,368.8212472,395.1132507,432.2207773,496.5203264,606.827225,631.3145467,694.6600411,850.8324151,925.5192692,955.0394472,1035.647495,1070.892888,1136.078373,1208.420479,1226.184321,
Cambodia,KHM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.54471605,79.25435039,85.59801138,88.19377277,93.48987571,103.1733115,104.4748967,100,102.646541,103.3785558,105.2368035,110.3131512,117.0165271,122.4356905,130.4160898,146.3969991,150.0633431,154.7462091,159.9519741,162.2561113,163.5239604,167.8282313,170.7136529,176.4852185,182.3507719,187.9748379,
Kiribati,KIR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,11.18188413,11.97729433,12.60343111,14.65215471,16.55542005,18.12172656,19.7838712,21.54391369,24.09816433,26.30903455,28.09917355,30.76923077,32,33.87096774,36.15384615,38.01652893,40,44.03669725,46.21848739,45.2173913,44.73684211,53.50877193,56.52173913,59.48275862,63.55932203,64.40677966,70.83333333,74.59016393,80,83.59375,85.29411765,91.04477612,95.54888291,98.07070782,99.74540321,100.2561718,100,106.1491186,114.9774012,115.1728723,116.5303062,118.7178208,118.2485745,118.4090755,123.9811941,128.3000907,128.52979,129.3090097,131.9371728,
St. Kitts and Nevis,KNA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,27.27852111,29.16533062,32.26397412,34.61630399,40.27911019,42.60042537,42.51884232,44.32856141,45.97484447,48.82273058,51.80497033,55.43625213,58.59005365,63.0447931,65.21247067,68.66697861,70.03414685,74.42702194,75.0101583,75.49526329,79.20562313,81.42330649,83.68765762,80.81825198,83.9992567,85.74812612,86.84535876,90.91246396,90.46905455,100,110.2067985,113.4178557,113.4803462,115.8626218,122.4020844,122.5360897,121.9938556,125.2761438,124.8857624,127.7695213,133.8067377,131.8151742,
"Korea, Rep.",KOR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,0.91485076,1.033778551,1.207077473,1.566952858,2.04197704,2.141328175,2.451815917,2.768490685,3.151766408,3.596497646,4.131263858,4.5947277,5.320373992,5.997002315,7.830123902,9.677731388,11.73851005,13.43405812,16.38553223,19.42217362,24.20586883,28.22160517,30.04909655,31.50579511,32.89875729,34.21270802,35.90824516,37.68521276,40.36307136,42.8017591,47.12843141,51.59838498,55.59361246,59.03923348,63.82254381,68.25243435,71.15685376,74.04876452,77.46755413,76.5499339,77.38190871,80.20668085,82.66140065,85.46780647,88.01825446,88.92622572,88.80187124,90.93065754,93.61917063,96.9354401,100,101.5846037,102.6446413,103.5205426,104.1421194,106.6359678,108.7451938,111.2084657,111.5651436,
Kuwait,KWT,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.13964839,42.73157997,40.22303277,42.17405338,48.71534926,46.41824768,38.45468077,45.41088556,54.72997583,50.50552729,53.10569821,55.71884385,62.05478287,75.56473697,87.788363,91.56972577,108.6593313,90.00628647,100,117.2277817,126.0042775,126.2859422,117.7513649,87.18500572,81.22337053,94.40685309,108.1810263,
Latin America & Caribbean (excluding high income),LAC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,0.413283724,0.68115228,1.029326392,1.177834688,1.482294928,2.301507767,3.173949079,3.585666149,3.800585294,4.22558876,4.550984258,5.446862094,6.194455478,7.393257093,13.640889,31.0976757,38.80920784,42.25083704,44.92044128,50.96228099,56.41036722,61.28440486,67.90624684,72.9573077,79.42384265,77.09507718,84.18518078,92.99828962,100,106.4739721,112.5712671,115.2149988,118.6971492,120.8955352,123.2165955,
Lebanon,LBN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.772608144,13.44633659,15.5307673,22.93205694,45.275636,56.47819468,60.92512793,67.43132574,68.60335618,76.52482601,79.59953098,80.24655614,78.57102157,77.37269442,81.18035011,82.46401641,81.6860997,80.79610517,81.50982964,84.09719934,90.45246357,99.76332794,100,103.3618706,111.0575159,114.6723394,115.9845827,119.5178207,120.6071982,124.9891445,132.3215431,
Liberia,LBR,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.72523406,91.37848069,90.10582623,104.0825837,121.6291142,122.2251101,133.3902338,149.4205953,175.3097274,170.5363203,181.6416478,201.4831783,211.6992259,219.5123034,223.4566195,225.8020611,236.7552666,231.5892321,227.2980501,
Libya,LBY,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.58189217,64.11120196,68.71753895,87.44117252,100,122.6053531,157.6319071,172.5449896,191.5597402,233.3763789,174.3022922,198.9853581,235.3016119,256.4332735,239.3345039,197.9080256,159.5168127,155.437069,177.8663755,206.0165723,
St. Lucia,LCA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,28.26637627,29.85496233,34.80557653,42.13967746,45.56118437,48.55348894,49.85612004,51.21085641,52.46398895,54.8182568,58.24892177,58.5233346,60.8418349,65.91026305,69.51216984,70.73752871,71.45042009,73.29794772,76.99751488,77.36587574,79.60631906,81.51281097,83.43732373,84.36685191,83.57551218,83.9310855,88.32181934,88.95651988,95.09032064,99.99899783,110.4822486,105.8440187,106.7400596,116.4412149,115.41418,115.40632,121.3116102,125.780423,133.5383828,132.7802777,138.2392139,144.9952,
Latin America & Caribbean,LCN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,34.2821731,37.1082944,40.16740046,43.47868494,47.06294036,50.94266782,52.07890592,53.24049352,54.42797818,55.64196241,56.88301609,60.87205649,65.2407609,67.33998329,69.32748043,71.30691946,73.94400967,75.80705906,77.70626259,80.14921072,84.47922728,89.43826858,93.03686566,96.10883645,96.92802885,98.6688097,99.47337625,99.9853718,100,100.8191919,102.384434,103.393796,104.0667043,104.7249858,105.5734334,106.8303586,108.2350501,115.358798,112.9170074,101.7374743,,,,,,,,,,
Sri Lanka,LKA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,1.026349424,1.002265032,1.035449726,1.052003569,1.064286202,1.045091328,1.064309257,1.193073367,1.208565248,1.359738274,1.380113309,1.503866137,1.695587933,2.108950951,2.221786041,2.443421933,2.802387093,3.108348515,3.586950139,4.303533534,5.20233948,5.831877721,6.817863389,8.201924829,8.249816324,8.737981462,9.415305361,10.36785501,11.50035211,13.80769942,15.2746326,16.71101416,18.3627967,20.15694932,22.03223894,24.41556664,26.59452628,29.04498851,30.25404459,32.45576156,36.89077652,39.88319778,43.3724449,47.18986737,52.10645071,57.9825105,66.11655383,76.91141417,81.43371506,100,103.8313941,115.0747062,122.251816,125.8119158,126.6284883,132.761278,143.5903546,149.8220854,
Lower middle income,LMC,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1.386370274,1.405071254,1.42849996,1.451222566,1.480254072,1.53106136,1.588277158,1.496720674,1.557598018,1.646742499,1.679377981,1.779897086,2.028052508,2.169306721,2.382340111,2.972259269,3.107287441,3.339678163,3.892276149,3.986795619,5.639701185,6.34901293,6.040917939,6.739057264,7.285119703,8.648003831,10.05358745,11.23345471,13.48925608,15.49096509,17.34893656,20.44177003,23.29114636,25.9225739,27.93588602,31.516294,33.40791594,36.42095609,40.03472857,43.29005345,46.01742128,51.29702512,58.58475888,60.0135317,65.77506631,69.67082018,76.1578625,72.06484412,81.11531703,82.12638768,90.01643385,97.62558397,100,108.854955,122.8635,135.0042704,139.0346361,143.6611778,149.9724876,
Late-demographic dividend,LTE,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.06534539,57.18902919,63.73749633,65.87295237,65.04341106,65.87627563,65.66415446,65.87210322,65.3398788,67.09637509,71.7249259,76.56204614,83.1218728,91.18869009,88.18390033,90.1882121,95.03819127,97.67750681,98.9997194,99.90875643,100,101.6136217,105.9341732,109.4509533,
Luxembourg,LUX,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,12.08154388,11.63952724,12.09284815,12.47328347,13.20101526,13.57030513,14.10402499,14.16480871,14.87540798,15.66276538,18.31655119,18.16741952,19.21909693,21.56425885,25.22602218,25.01026441,28.06543887,28.39442395,29.85105295,31.74791591,34.26278275,36.7235383,40.69385983,43.46864974,45.38452483,46.78803396,46.74883864,46.77830304,48.07707326,50.01024428,51.26719585,52.20171424,54.14835572,57.3825122,59.41521446,60.80081923,63.52948202,62.9196961,61.65899145,65.23566899,66.64800976,66.95259217,68.07793632,69.90434245,71.96997645,74.98962236,80.26552963,81.46159537,84.62533222,85.80840929,88.91186137,93.1561499,95.53768377,97.15792921,99.81630313,100,100.7706902,102.5003468,105.0749874,
